labels	bSem	bRel	bSil	rep	run
sem_rel_sil	1	1	1	8	2
sem_scr_sil	1	0	1	1	2
sem_scr_sil	1	0	1	2	2
sem_scr_sil	1	0	1	3	2
sem_scr_sil	1	0	1	4	2
sem_scr_sil	1	0	1	5	2
sem_scr_sil	1	0	1	6	2
sem_scr_sil	1	0	1	7	2
sem_scr_sil	1	0	1	8	2
syn_rel_sil	0	1	1	1	2
syn_rel_sil	0	1	1	2	2
syn_rel_sil	0	1	1	3	2
syn_rel_sil	0	1	1	4	2
syn_rel_sil	0	1	1	5	2
syn_rel_sil	0	1	1	6	2
syn_rel_sil	0	1	1	7	2
syn_rel_sil	0	1	1	8	2
syn_scr_sil	0	0	1	1	2
syn_scr_sil	0	0	1	2	2
syn_scr_sil	0	0	1	3	2
syn_scr_sil	0	0	1	4	2
syn_scr_sil	0	0	1	5	2
syn_scr_sil	0	0	1	6	2
syn_scr_sil	0	0	1	7	2
syn_scr_sil	0	0	1	8	2
sem_rel_alo	1	1	0	1	2
sem_rel_alo	1	1	0	2	2
sem_rel_alo	1	1	0	3	2
sem_rel_alo	1	1	0	4	2
sem_rel_alo	1	1	0	5	2
sem_rel_alo	1	1	0	6	2
sem_rel_alo	1	1	0	7	2
sem_rel_alo	1	1	0	8	2
sem_scr_alo	1	0	0	1	2
sem_scr_alo	1	0	0	2	2
sem_scr_alo	1	0	0	3	2
sem_scr_alo	1	0	0	4	2
sem_scr_alo	1	0	0	5	2
sem_scr_alo	1	0	0	6	2
sem_scr_alo	1	0	0	7	2
sem_scr_alo	1	0	0	8	2
syn_rel_alo	0	1	0	1	2
syn_rel_alo	0	1	0	2	2
syn_rel_alo	0	1	0	3	2
syn_rel_alo	0	1	0	4	2
syn_rel_alo	0	1	0	5	2
syn_rel_alo	0	1	0	6	2
syn_rel_alo	0	1	0	7	2
syn_rel_alo	0	1	0	8	2
syn_scr_alo	0	0	0	1	2
syn_scr_alo	0	0	0	2	2
syn_scr_alo	0	0	0	3	2
syn_scr_alo	0	0	0	4	2
syn_scr_alo	0	0	0	5	2
syn_scr_alo	0	0	0	6	2
syn_scr_alo	0	0	0	7	2
syn_scr_alo	0	0	0	8	2
sem_rel_sil	1	1	1	1	3
sem_rel_sil	1	1	1	2	3
sem_rel_sil	1	1	1	3	3
sem_rel_sil	1	1	1	4	3
sem_rel_sil	1	1	1	5	3
sem_rel_sil	1	1	1	6	3
sem_rel_sil	1	1	1	7	3
sem_rel_sil	1	1	1	8	3
sem_scr_sil	1	0	1	1	3
sem_scr_sil	1	0	1	2	3
sem_scr_sil	1	0	1	3	3
sem_scr_sil	1	0	1	4	3
sem_scr_sil	1	0	1	5	3
sem_scr_sil	1	0	1	6	3
sem_scr_sil	1	0	1	7	3
sem_scr_sil	1	0	1	8	3
syn_rel_sil	0	1	1	1	3
syn_rel_sil	0	1	1	2	3
syn_rel_sil	0	1	1	3	3
syn_rel_sil	0	1	1	4	3
syn_rel_sil	0	1	1	5	3
syn_rel_sil	0	1	1	6	3
syn_rel_sil	0	1	1	7	3
syn_rel_sil	0	1	1	8	3
syn_scr_sil	0	0	1	1	3
syn_scr_sil	0	0	1	2	3
syn_scr_sil	0	0	1	3	3
syn_scr_sil	0	0	1	4	3
syn_scr_sil	0	0	1	5	3
syn_scr_sil	0	0	1	6	3
syn_scr_sil	0	0	1	7	3
syn_scr_sil	0	0	1	8	3
sem_rel_alo	1	1	0	1	3
sem_rel_alo	1	1	0	2	3
sem_rel_alo	1	1	0	3	3
sem_rel_alo	1	1	0	4	3
sem_rel_alo	1	1	0	5	3
sem_rel_alo	1	1	0	6	3
sem_rel_alo	1	1	0	7	3
sem_rel_alo	1	1	0	8	3
sem_scr_alo	1	0	0	1	3
sem_scr_alo	1	0	0	2	3
sem_scr_alo	1	0	0	3	3
sem_scr_alo	1	0	0	4	3
sem_scr_alo	1	0	0	5	3
sem_scr_alo	1	0	0	6	3
sem_scr_alo	1	0	0	7	3
sem_scr_alo	1	0	0	8	3
syn_rel_alo	0	1	0	1	3
syn_rel_alo	0	1	0	2	3
syn_rel_alo	0	1	0	3	3
syn_rel_alo	0	1	0	4	3
syn_rel_alo	0	1	0	5	3
syn_rel_alo	0	1	0	6	3
syn_rel_alo	0	1	0	7	3
syn_rel_alo	0	1	0	8	3
syn_scr_alo	0	0	0	1	3
syn_scr_alo	0	0	0	2	3
syn_scr_alo	0	0	0	3	3
syn_scr_alo	0	0	0	4	3
syn_scr_alo	0	0	0	5	3
syn_scr_alo	0	0	0	6	3
syn_scr_alo	0	0	0	7	3
syn_scr_alo	0	0	0	8	3
sem_rel_sil	1	1	1	1	4
sem_rel_sil	1	1	1	2	4
sem_rel_sil	1	1	1	3	4
sem_rel_sil	1	1	1	4	4
sem_rel_sil	1	1	1	5	4
sem_rel_sil	1	1	1	6	4
sem_rel_sil	1	1	1	7	4
sem_rel_sil	1	1	1	8	4
sem_scr_sil	1	0	1	1	4
sem_scr_sil	1	0	1	2	4
sem_scr_sil	1	0	1	3	4
sem_scr_sil	1	0	1	4	4
sem_scr_sil	1	0	1	5	4
sem_scr_sil	1	0	1	6	4
sem_scr_sil	1	0	1	7	4
sem_scr_sil	1	0	1	8	4
syn_rel_sil	0	1	1	1	4
syn_rel_sil	0	1	1	2	4
syn_rel_sil	0	1	1	3	4
syn_rel_sil	0	1	1	4	4
syn_rel_sil	0	1	1	5	4
syn_rel_sil	0	1	1	6	4
syn_rel_sil	0	1	1	7	4
syn_rel_sil	0	1	1	8	4
syn_scr_sil	0	0	1	1	4
syn_scr_sil	0	0	1	2	4
syn_scr_sil	0	0	1	3	4
syn_scr_sil	0	0	1	4	4
syn_scr_sil	0	0	1	5	4
syn_scr_sil	0	0	1	6	4
syn_scr_sil	0	0	1	7	4
syn_scr_sil	0	0	1	8	4
sem_rel_alo	1	1	0	1	4
sem_rel_alo	1	1	0	2	4
sem_rel_alo	1	1	0	3	4
sem_rel_alo	1	1	0	4	4
sem_rel_alo	1	1	0	5	4
sem_rel_alo	1	1	0	6	4
sem_rel_alo	1	1	0	7	4
sem_rel_alo	1	1	0	8	4
sem_scr_alo	1	0	0	1	4
sem_scr_alo	1	0	0	2	4
sem_scr_alo	1	0	0	3	4
sem_scr_alo	1	0	0	4	4
sem_scr_alo	1	0	0	5	4
sem_scr_alo	1	0	0	6	4
sem_scr_alo	1	0	0	7	4
sem_scr_alo	1	0	0	8	4
syn_rel_alo	0	1	0	1	4
syn_rel_alo	0	1	0	2	4
syn_rel_alo	0	1	0	3	4
syn_rel_alo	0	1	0	4	4
syn_rel_alo	0	1	0	5	4
syn_rel_alo	0	1	0	6	4
syn_rel_alo	0	1	0	7	4
syn_rel_alo	0	1	0	8	4
syn_scr_alo	0	0	0	1	4
syn_scr_alo	0	0	0	2	4
syn_scr_alo	0	0	0	3	4
syn_scr_alo	0	0	0	4	4
syn_scr_alo	0	0	0	5	4
syn_scr_alo	0	0	0	6	4
syn_scr_alo	0	0	0	7	4
syn_scr_alo	0	0	0	8	4
sem_rel_sil	1	1	1	1	5
sem_rel_sil	1	1	1	2	5
sem_rel_sil	1	1	1	3	5
sem_rel_sil	1	1	1	4	5
sem_rel_sil	1	1	1	5	5
sem_rel_sil	1	1	1	6	5
sem_rel_sil	1	1	1	7	5
sem_rel_sil	1	1	1	8	5
sem_scr_sil	1	0	1	1	5
sem_scr_sil	1	0	1	2	5
sem_scr_sil	1	0	1	3	5
sem_scr_sil	1	0	1	4	5
sem_scr_sil	1	0	1	5	5
sem_scr_sil	1	0	1	6	5
sem_scr_sil	1	0	1	7	5
sem_scr_sil	1	0	1	8	5
syn_rel_sil	0	1	1	1	5
syn_rel_sil	0	1	1	2	5
syn_rel_sil	0	1	1	3	5
syn_rel_sil	0	1	1	4	5
syn_rel_sil	0	1	1	5	5
syn_rel_sil	0	1	1	6	5
syn_rel_sil	0	1	1	7	5
syn_rel_sil	0	1	1	8	5
syn_scr_sil	0	0	1	1	5
syn_scr_sil	0	0	1	2	5
syn_scr_sil	0	0	1	3	5
syn_scr_sil	0	0	1	4	5
syn_scr_sil	0	0	1	5	5
syn_scr_sil	0	0	1	6	5
syn_scr_sil	0	0	1	7	5
syn_scr_sil	0	0	1	8	5
sem_rel_alo	1	1	0	1	5
sem_rel_alo	1	1	0	2	5
sem_rel_alo	1	1	0	3	5
sem_rel_alo	1	1	0	4	5
sem_rel_alo	1	1	0	5	5
sem_rel_alo	1	1	0	6	5
sem_rel_alo	1	1	0	7	5
sem_rel_alo	1	1	0	8	5
sem_scr_alo	1	0	0	1	5
sem_scr_alo	1	0	0	2	5
sem_scr_alo	1	0	0	3	5
sem_scr_alo	1	0	0	4	5
sem_scr_alo	1	0	0	5	5
sem_scr_alo	1	0	0	6	5
sem_scr_alo	1	0	0	7	5
sem_scr_alo	1	0	0	8	5
syn_rel_alo	0	1	0	1	5
syn_rel_alo	0	1	0	2	5
syn_rel_alo	0	1	0	3	5
syn_rel_alo	0	1	0	4	5
syn_rel_alo	0	1	0	5	5
syn_rel_alo	0	1	0	6	5
syn_rel_alo	0	1	0	7	5
syn_rel_alo	0	1	0	8	5
syn_scr_alo	0	0	0	1	5
syn_scr_alo	0	0	0	2	5
syn_scr_alo	0	0	0	3	5
syn_scr_alo	0	0	0	4	5
syn_scr_alo	0	0	0	5	5
syn_scr_alo	0	0	0	6	5
syn_scr_alo	0	0	0	7	5
syn_scr_alo	0	0	0	8	5
